k,context_id,context_len,bayes_p_next_1,model_p_next_1
2,103,1103,0.40828402366863903,0.2924228012561798
2,104,1449,0.9237668161434978,0.7375871539115906
2,105,241,0.8979591836734694,0.5591514706611633
2,106,2680,0.20184899845916796,0.5361737608909607
2,107,627,0.5882352941176471,0.39576756954193115
2,108,1116,0.05411764705882353,0.07252215594053268
2,109,1967,0.3728813559322034,0.4796138107776642
2,110,2651,0.7212953876349362,0.3729014992713928
2,111,800,0.11292962356792144,0.10224604606628418
2,112,3744,0.32762312633832974,0.6999011635780334
2,113,2120,0.9333333333333333,0.5174679756164551
2,114,1913,0.5996884735202492,0.5200154781341553
2,115,3029,0.03267659778952427,0.1073845624923706
2,116,885,0.18809980806142035,0.23911094665527344
2,117,1179,0.10509554140127389,0.2107061743736267
2,118,3725,0.23381770145310435,0.17040449380874634
2,119,2856,0.3458333333333333,0.4577295184135437
2,120,3817,0.37703804347826086,0.5880286693572998
2,121,2554,0.4029574861367837,0.3996489346027374
2,122,599,0.1144578313253012,0.4601491391658783
2,123,3061,0.9561855670103093,0.3417992889881134
2,124,3633,0.3305626598465473,0.4320375621318817
2,125,558,0.15976331360946747,0.2960679531097412
2,126,1223,0.7222222222222222,0.49520304799079895
2,127,3164,0.15060851926977686,0.2172725945711136
2,128,572,0.02857142857142857,0.29584231972694397
2,129,3919,0.41471571906354515,0.40207183361053467
2,130,532,0.009652509652509652,0.026721032336354256
2,131,165,0.6296296296296297,0.36321815848350525
2,132,3077,0.10047028644719966,0.08828288316726685
2,133,83,0.6086956521739131,0.45459306240081787
2,134,414,0.3333333333333333,0.9438475966453552
2,135,2740,0.5128888888888888,0.4072733223438263
2,136,3092,0.7711340206185567,0.3827749192714691
2,137,3577,0.25870646766169153,0.4522590637207031
2,138,1014,0.5573770491803278,0.4957599341869354
2,139,3293,0.32854864433811803,0.5244178771972656
2,140,1725,0.09863013698630137,0.28778213262557983
2,141,3134,0.3486707566462168,0.3737855553627014
2,142,631,0.3279569892473118,0.40162113308906555
2,143,2952,0.5205949656750573,0.585713267326355
2,144,2653,0.09482758620689655,0.21706965565681458
2,145,1684,0.5141388174807198,0.3375486135482788
2,146,1880,0.34615384615384615,0.5052577257156372
2,147,755,0.9262295081967213,0.8108921647071838
2,148,1626,0.9401197604790419,0.7929268479347229
2,149,2486,0.3847487001733102,0.36658596992492676
2,150,3256,0.9563953488372093,0.7152751088142395
2,151,2432,0.20522388059701493,0.3420764207839966
2,152,1885,0.625832223701731,0.5813807249069214
2,153,2916,0.8752598752598753,0.09789098054170609
2,154,2808,0.21498371335504887,0.5068327784538269
2,155,3812,0.29275808936825887,0.3372191786766052
2,156,3166,0.14614614614614616,0.15763598680496216
2,157,345,0.012345679012345678,0.34320855140686035
2,158,2503,0.6381766381766382,0.36037737131118774
2,159,2885,0.16843501326259946,0.24774901568889618
2,160,3878,0.49122807017543857,0.5366776585578918
2,161,3081,0.6716417910447762,0.36375436186790466
2,162,2249,0.28440366972477066,0.33412325382232666
2,163,235,0.10526315789473684,0.16975995898246765
2,164,933,0.8831521739130435,0.6774795055389404
2,165,3086,0.025441696113074206,0.18040332198143005
2,166,2214,0.27434842249657065,0.43397241830825806
2,167,2790,0.6654320987654321,0.4027586281299591
2,168,1034,0.6891891891891891,0.616944432258606
2,169,3208,0.9342857142857143,0.8586671352386475
2,170,394,0.1509433962264151,0.4089214503765106
2,171,3922,0.9798748980146859,0.9507195949554443
2,172,3065,0.10267857142857142,0.28717440366744995
2,173,2779,0.3474320241691843,0.5412370562553406
2,174,1113,0.6227544910179641,0.5460111498832703
2,175,3232,0.22562674094707522,0.20802366733551025
2,176,1308,0.6062322946175638,0.6665689945220947
2,177,3424,0.7546511627906977,0.6728478670120239
2,178,3985,0.7267628205128205,0.3061203956604004
2,179,3468,0.6420927467300832,0.3863365650177002
2,180,1653,0.48333333333333334,0.43449532985687256
2,181,3654,0.02893617021276596,0.1248803585767746
2,182,1815,0.996661101836394,0.9663664698600769
2,183,3325,0.5669236159775753,0.330331414937973
2,184,3716,0.4925925925925926,0.24180269241333008
2,185,1587,0.5846153846153846,0.5644387006759644
2,186,3198,0.6,0.2549057900905609
2,187,3965,0.6798661461238148,0.5786000490188599
2,188,3474,0.38878504672897196,0.27700403332710266
2,189,871,0.5751445086705202,0.3383740484714508
2,190,1922,0.6935704514363885,0.3978545665740967
2,191,1829,0.020833333333333332,0.3282003700733185
2,192,907,0.46905537459283386,0.4706062972545624
2,193,935,0.4740740740740741,0.2038610577583313
2,194,324,0.2903225806451613,0.4392317831516266
2,195,2819,0.9588235294117647,0.695419430732727
2,196,380,0.21505376344086022,0.4600638747215271
2,197,564,0.6584158415841584,0.6329875588417053
2,198,607,0.8115942028985508,0.7107335329055786
2,199,2126,0.8333333333333334,0.3542822301387787
2,200,1132,0.2857142857142857,0.7912184000015259
3,1,3671,0.7440890125173852,0.5626171827316284
3,2,6234,0.9879372738238842,0.5280359983444214
3,3,2923,0.7103825136612022,0.3544134497642517
3,4,1885,0.7735470941883767,0.49325644969940186
3,5,678,0.19369369369369369,0.3545774221420288
3,6,3411,0.5595567867036011,0.3514261543750763
3,7,6549,0.030354489492676714,0.10635464638471603
3,8,3700,0.3098729227761486,0.7057403922080994
3,9,2188,0.6839378238341969,0.635801374912262
3,10,2521,0.26265060240963856,0.44277140498161316
3,11,199,0.8518518518518519,0.6089754700660706
3,12,1468,0.7218045112781954,0.4922843873500824
3,13,884,0.3680555555555556,0.508972704410553
3,14,2191,0.8897058823529411,0.5165935158729553
3,15,7544,0.8236686390532545,0.623546838760376
3,16,6829,0.9072463768115943,0.709455668926239
3,17,6061,0.3353765323992995,0.5870508551597595
3,18,7953,0.1555673947789025,0.3871833086013794
3,19,2513,0.2923387096774194,0.4232735335826874
3,20,3006,0.009478672985781991,0.24149465560913086
3,21,363,0.32432432432432434,0.3483596742153168
3,22,3728,0.5889281507656066,0.613085150718689
3,23,4156,0.7560975609756098,0.33816125988960266
3,24,2722,0.2911392405063291,0.4774763286113739
3,25,5362,0.6588602654176424,0.6026713848114014
3,26,2964,0.30618892508143325,0.5199891924858093
3,27,3615,0.09069212410501193,0.4896056652069092
3,28,5518,0.3463338533541342,0.4206162691116333
3,29,5570,0.8520900321543409,0.5848809480667114
3,30,5900,0.8896276595744681,0.5699547529220581
3,31,5542,0.9076433121019108,0.6253543496131897
3,32,2580,0.9460227272727273,0.4359184801578522
3,33,1869,0.2668711656441718,0.5709400177001953
3,34,1215,0.001998001998001998,0.17492897808551788
3,35,2639,0.06981627296587926,0.1155567392706871
3,36,5679,0.9027522935779817,0.6282933950424194
3,37,6757,0.3688394276629571,0.5782908797264099
3,38,3551,0.1111111111111111,0.596648633480072
3,39,672,0.0015082956259426848,0.04707592353224754
3,40,7336,0.7685393258426966,0.624219536781311
3,41,6609,0.6158122297714639,0.4781685471534729
3,42,3312,0.9385964912280702,0.5464877486228943
3,43,4959,0.6847960444993819,0.21749933063983917
3,44,283,0.40425531914893614,0.5607937574386597
3,45,3325,0.35763546798029555,0.41968417167663574
3,46,5827,0.7336065573770492,0.688511073589325
3,47,5967,0.8173410404624277,0.5724372863769531
3,48,7888,0.5413533834586466,0.572842538356781
3,49,4048,0.05677785663591199,0.4627760946750641
3,50,3765,0.1465863453815261,0.5736083388328552
3,51,4339,0.5778546712802768,0.5327230095863342
3,52,7625,0.27927529827662395,0.4289332926273346
3,53,1035,0.7,0.38109952211380005
3,54,1354,0.671875,0.4140053689479828
3,55,6426,0.9315614617940199,0.7509027719497681
3,56,1753,0.18932038834951456,0.5236058235168457
3,57,5074,0.967032967032967,0.4166128635406494
3,58,2774,0.7434782608695653,0.17390339076519012
3,59,6054,0.536144578313253,0.41410109400749207
3,60,3285,0.46899841017488075,0.39411020278930664
3,61,1360,0.006493506493506494,0.4383470118045807
3,62,7202,0.7966011683483802,0.5819529891014099
3,63,140,0.45,0.4865523874759674
3,64,7782,0.5202108963093146,0.3976536691188812
3,65,419,0.4722222222222222,0.5551109313964844
3,66,4113,0.4043887147335423,0.429827481508255
3,67,7308,0.0551063829787234,0.23455175757408142
3,68,5594,0.08639308855291576,0.47274860739707947
3,69,1818,0.4356060606060606,0.5830034613609314
3,70,5045,0.7896311066799602,0.22388403117656708
3,71,1726,0.10818713450292397,0.14238350093364716
3,72,6894,0.6166204986149585,0.5804325342178345
3,73,602,0.603448275862069,0.516382098197937
3,74,919,0.9484536082474226,0.6600528955459595
3,75,5690,0.9914901664145235,0.8143985271453857
3,76,4522,0.6527331189710611,0.4416801333427429
3,77,5970,0.23616523772408418,0.4877288341522217
3,78,6479,0.07024793388429752,0.2902882993221283
3,79,719,0.8518518518518519,0.6384151577949524
3,80,6209,0.009782821365681862,0.07247896492481232
3,81,3042,0.8082706766917294,0.7574469447135925
3,82,6155,0.04995102840352596,0.29779252409935
3,83,1704,0.7577092511013216,0.6513951420783997
3,84,7851,0.5964187327823691,0.5789193511009216
3,85,3889,0.697841726618705,0.4880647659301758
3,86,288,0.7073170731707317,0.6048301458358765
3,87,5758,0.06651376146788991,0.6453196406364441
3,88,906,0.9498432601880877,0.5102019906044006
3,89,4825,0.8048780487804879,0.552963137626648
3,90,1280,0.9930735930735931,0.8001267910003662
3,91,1800,0.12137203166226913,0.5621464848518372
3,92,4674,0.7078838174273859,0.5205159783363342
3,93,4659,0.4645161290322581,0.6469342112541199
3,94,3483,0.009216589861751152,0.3518718183040619
3,95,2313,0.1601615074024226,0.4106162190437317
3,96,572,0.8173076923076923,0.5315321087837219
3,97,2751,0.06224066390041494,0.36281654238700867
3,98,2279,0.41876430205949655,0.45162349939346313
3,99,7925,0.7200610221205187,0.4958634078502655
3,100,3165,0.04946996466431095,0.5191137194633484
3,101,4350,0.5151515151515151,0.45672574639320374
3,102,4079,0.06060606060606061,0.3898395001888275
3,103,7427,0.8307086614173228,0.35312044620513916
3,104,6062,0.03453772582359192,0.2384687215089798
3,105,4443,0.10943579766536965,0.2885110676288605
3,106,3945,0.2782608695652174,0.3417390286922455
3,107,7191,0.8740219092331768,0.5002149343490601
3,108,6617,0.45303326810176126,0.5646564960479736
3,109,5549,0.3737142857142857,0.5263589024543762
3,110,4353,0.9166666666666666,0.5387371778488159
3,111,915,0.4496124031007752,0.516136884689331
3,112,2898,0.21901528013582344,0.5798147320747375
3,113,5644,0.71875,0.39942237734794617
3,114,6461,0.5711060948081265,0.5590506196022034
3,115,5436,0.269804822043628,0.47777190804481506
3,116,1543,0.9191685912240185,0.5120422840118408
3,117,1757,0.9854651162790697,0.5305740833282471
3,118,7122,0.13055428309665598,0.3538806736469269
3,119,2861,0.6349809885931559,0.6555797457695007
3,120,5408,0.014563106796116505,0.3782738745212555
3,121,1607,0.9669771380186283,0.7582060694694519
3,122,7630,0.48867786705624544,0.45555293560028076
3,123,2268,0.033962264150943396,0.13917578756809235
3,124,1729,0.11864406779661017,0.059524644166231155
3,125,2207,0.029331514324693043,0.19808904826641083
3,126,1911,0.4351851851851852,0.7102943658828735
3,127,819,0.6842105263157895,0.42065346240997314
3,128,3687,0.17032967032967034,0.6610110998153687
3,129,4599,0.7985611510791367,0.6454843282699585
3,130,1244,0.39901477832512317,0.5359222888946533
3,131,3744,0.7459016393442623,0.4748925268650055
3,132,379,0.2857142857142857,0.42379507422447205
3,133,4436,0.4889589905362776,0.4050639271736145
3,134,2857,0.5684754521963824,0.5524190664291382
3,135,5435,0.8295625942684767,0.5866681933403015
3,136,6025,0.06976744186046512,0.48503369092941284
3,137,1327,0.12135922330097088,0.4882093071937561
3,138,7119,0.19686520376175548,0.4051325023174286
3,139,6331,0.24615384615384617,0.4086603820323944
3,140,1915,0.14760147601476015,0.4224444031715393
3,141,3563,0.17444717444717445,0.5995429754257202
3,142,7558,0.21846553966189858,0.4030681252479553
3,143,7063,0.7265536723163842,0.5561035871505737
3,144,692,0.5194805194805194,0.5008906722068787
3,145,7155,0.04556035916195544,0.34877967834472656
3,146,685,0.391304347826087,0.49724435806274414
3,147,2699,0.8024316109422492,0.5953778028488159
3,148,5662,0.1081441922563418,0.3194304406642914
3,149,6601,0.1589041095890411,0.3969730734825134
3,150,602,0.14285714285714285,0.500106930732727
3,151,7675,0.311787072243346,0.5783061981201172
3,152,7768,0.6404657933042213,0.6511113047599792
3,153,3097,0.8378970427163198,0.586371898651123
3,154,2240,0.8896551724137931,0.5056771039962769
3,155,906,0.2890625,0.5235892534255981
3,156,1085,0.0759493670886076,0.13356192409992218
3,157,534,0.6190476190476191,0.45036745071411133
3,158,6163,0.19138755980861244,0.38424184918403625
3,159,3444,0.5635245901639344,0.6757232546806335
3,160,3416,0.7189460476787954,0.5561312437057495
3,161,2151,0.10954063604240283,0.4605743885040283
3,162,7207,0.607035175879397,0.4735848605632782
3,163,4219,0.5374280230326296,0.44895243644714355
3,164,3972,0.913232104121475,0.4665861129760742
3,165,3121,0.1783132530120482,0.3492659330368042
3,166,127,0.625,0.5472140908241272
3,167,1356,0.4485981308411215,0.45362943410873413
3,168,1360,0.694300518134715,0.6084909439086914
3,169,3431,0.7135922330097088,0.47440460324287415
3,170,852,0.9178082191780822,0.5281747579574585
3,171,7227,0.8597733711048159,0.20946550369262695
3,172,1503,0.95,0.6267762780189514
3,173,4676,0.9269269269269269,0.6462661027908325
3,174,2211,0.05303030303030303,0.30476176738739014
3,175,758,0.9,0.314382940530777
3,176,662,0.9624765478424016,0.7862957715988159
3,177,3827,0.8723004694835681,0.7173139452934265
3,178,7040,0.5408163265306123,0.5361142754554749
3,179,5836,0.9722222222222222,0.5235399007797241
3,180,5407,0.7635135135135135,0.5087151527404785
3,181,5058,0.41831238779174146,0.5922242403030396
3,182,3587,0.6881443298969072,0.5371771454811096
3,183,5586,0.46900269541778977,0.37587758898735046
3,184,7197,0.6614634146341464,0.4867268204689026
3,185,4262,0.9220917822838848,0.7613582611083984
3,186,4918,0.3944020356234097,0.6495171785354614
3,187,1571,0.4406779661016949,0.5060221552848816
3,188,5474,0.6760828625235404,0.4695851802825928
3,189,942,0.8590604026845637,0.5005761384963989
3,190,5720,0.6687763713080169,0.5995643734931946
3,191,7957,0.26017130620985013,0.5443998575210571
3,192,3552,0.6296296296296297,0.3555034399032593
3,193,4188,0.6467315716272601,0.5452113151550293
3,194,2390,0.03818615751789976,0.5911613702774048
3,195,6041,0.2345679012345679,0.5613517165184021
3,196,7102,0.9782452785082477,0.7126405835151672
3,197,1367,0.02810810810810811,0.2222278118133545
3,198,2993,0.9804321239298818,0.7837436199188232
3,199,2950,0.025682182985553772,0.3912184536457062
3,200,3530,0.10898379970544919,0.46478432416915894
